"speciesgroup","prodmeth","form","stage","step","units","value"
"Catfish","farmed","fresh","retail.foodservice","cooking","energy",1.61049271428571
"Catfish","farmed","fresh","retail.foodservice","indirect.cook","water",0.0012391846718254
"Catfish","farmed","fresh","retail.foodservice","cooking","ghg",0.0990672309777778
"Catfish","farmed","fresh","home","cooling","energy",1.3068
"Catfish","farmed","fresh","home","indirect","water",0.00100551
"Catfish","farmed","fresh","home","cooling","ghg",0.14641242
"Catfish","farmed","fresh","home","cooking","energy",1.50210022666667
"Catfish","farmed","fresh","home","direct","water",1
"Catfish","farmed","fresh","home","cooking","ghg",0.13909372993922
"Catfish","farmed","frozen","production","feed","energy",17.3246726327296
"Catfish","farmed","frozen","production","feed","water",162.581596223548
"Catfish","farmed","frozen","production","feed","ghg",8.86697023539877
"Catfish","farmed","frozen","production","direct","energy",4.96858728234777
"Catfish","farmed","frozen","production","direct","water",156.723825627766
"Catfish","farmed","frozen","production","indirect","energy",1.47287456886805
"Catfish","farmed","frozen","production","indirect","water",7.17819744467363
"Catfish","farmed","frozen","production","direct","ghg",1.00638843382802
"Catfish","farmed","frozen","production","indirect","ghg",0.157409378229526
"Catfish","farmed","frozen","processing","direct","energy",2.1378375966511
"Catfish","farmed","frozen","processing","direct","water",92.8938197306079
"Catfish","farmed","frozen","processing","indirect","energy",7.02168512608851
"Catfish","farmed","frozen","processing","indirect","water",13.2130844408253
"Catfish","farmed","frozen","processing","direct","ghg",0.433110615603081
"Catfish","farmed","frozen","processing","indirect","ghg",0.750423093169803
"Catfish","farmed","frozen","transport","intnl","energy",4.75740126216976
"Catfish","farmed","frozen","transport","intnl","water",0.499527132527825
"Catfish","farmed","frozen","transport","intnl","ghg",0.342532890876223
"Catfish","farmed","frozen","wholesale","cooling","energy",3.07571833940781
"Catfish","farmed","frozen","wholesale","direct","water",2.2211
"Catfish","farmed","frozen","wholesale","cooling","ghg",0.344600065282429
"Catfish","farmed","frozen","transport","domestic","energy",1.07650952858576
"Catfish","farmed","frozen","transport","domestic","water",0.111205777523969
"Catfish","farmed","frozen","transport","domestic","ghg",0.088058479438315
"Catfish","farmed","frozen","retail.foodservice","cooling","energy",5.73078101071975
"Catfish","farmed","frozen","retail.foodservice","indirect.cool","water",0.00440951761102603
"Catfish","farmed","frozen","retail.foodservice","cooling","ghg",0.642070336906585
"Catfish","farmed","frozen","retail.foodservice","cooking","energy",2.63347287961504
"Catfish","farmed","frozen","retail.foodservice","indirect.cook","water",0.0020263110768149
"Catfish","farmed","frozen","retail.foodservice","cooking","ghg",0.147761086847453
"Catfish","farmed","frozen","home","cooling","energy",1.3068
"Catfish","farmed","frozen","home","indirect","water",0.00100551
"Catfish","farmed","frozen","home","cooling","ghg",0.14641242
"Catfish","farmed","frozen","home","cooking","energy",4.02206953572718
"Catfish","farmed","frozen","home","direct","water",0
"Catfish","farmed","frozen","home","cooking","ghg",0.372441627973569
"Pollock","wild caught","frozen","production","feed","energy",0
"Pollock","wild caught","frozen","production","feed","water",0
"Pollock","wild caught","frozen","production","feed","ghg",0
"Pollock","wild caught","frozen","production","direct","energy",12.6112015686973
"Pollock","wild caught","frozen","production","direct","water",0.00933532565501143
"Pollock","wild caught","frozen","production","indirect","energy",13.3025865903589
"Pollock","wild caught","frozen","production","indirect","water",8.33678583891052
"Pollock","wild caught","frozen","production","direct","ghg",1.04524725010512
"Pollock","wild caught","frozen","production","indirect","ghg",1.42167699021519
"Pollock","wild caught","frozen","processing","direct","energy",0
"Pollock","wild caught","frozen","processing","direct","water",0
"Pollock","wild caught","frozen","processing","indirect","energy",4.331917785105
"Pollock","wild caught","frozen","processing","indirect","water",2.7148307286616
"Pollock","wild caught","frozen","processing","direct","ghg",0
"Pollock","wild caught","frozen","processing","indirect","ghg",0.462961680178138
"Pollock","wild caught","frozen","transport","intnl","energy",0.0264477408794426
"Pollock","wild caught","frozen","transport","intnl","water",0.00277701279234147
"Pollock","wild caught","frozen","transport","intnl","ghg",0.00190423734331986
"Pollock","wild caught","frozen","wholesale","cooling","energy",3.3558624
"Pollock","wild caught","frozen","wholesale","direct","water",2.2211
"Pollock","wild caught","frozen","wholesale","cooling","ghg",0.37598709456
"Pollock","wild caught","frozen","transport","domestic","energy",1.22666666666667
"Pollock","wild caught","frozen","transport","domestic","water",0.126717336732367
"Pollock","wild caught","frozen","transport","domestic","ghg",0.100341333333333
"Pollock","wild caught","frozen","retail.foodservice","cooling","energy",5.73078101071975
"Pollock","wild caught","frozen","retail.foodservice","indirect.cool","water",0.00440951761102603
"Pollock","wild caught","frozen","retail.foodservice","cooling","ghg",0.642070336906585
"Pollock","wild caught","frozen","retail.foodservice","cooking","energy",2.74435733333333
"Pollock","wild caught","frozen","retail.foodservice","indirect.cook","water",0.0021116305037037
"Pollock","wild caught","frozen","retail.foodservice","cooking","ghg",0.153039186844444
"Pollock","wild caught","frozen","home","cooling","energy",1.3068
"Pollock","wild caught","frozen","home","indirect","water",0.00100551
"Pollock","wild caught","frozen","home","cooling","ghg",0.14641242
"Pollock","wild caught","frozen","home","cooking","energy",4.29521796
"Pollock","wild caught","frozen","home","direct","water",0
"Pollock","wild caught","frozen","home","cooking","ghg",0.39773503548702
"Cod","wild caught","frozen","production","feed","energy",0
"Cod","wild caught","frozen","production","feed","water",0
"Cod","wild caught","frozen","production","feed","ghg",0
"Cod","wild caught","frozen","production","direct","energy",64.2994502016394
"Cod","wild caught","frozen","production","direct","water",0
"Cod","wild caught","frozen","production","indirect","energy",2.89
"Cod","wild caught","frozen","production","indirect","water",6.42994502016394
"Cod","wild caught","frozen","production","direct","ghg",5.2596950264941
"Cod","wild caught","frozen","production","indirect","ghg",0.308860722222222
"Cod","wild caught","frozen","processing","direct","energy",2.8794465792
"Cod","wild caught","frozen","processing","direct","water",18.68
"Cod","wild caught","frozen","processing","indirect","energy",9.55
"Cod","wild caught","frozen","processing","indirect","water",4.95
"Cod","wild caught","frozen","processing","direct","ghg",0.128709555751526
"Cod","wild caught","frozen","processing","indirect","ghg",1.02062972222222
"Cod","wild caught","frozen","transport","intnl","energy",3.11196058915448
"Cod","wild caught","frozen","transport","intnl","water",0.326755861861221
"Cod","wild caught","frozen","transport","intnl","ghg",0.224061162419123
"Cod","wild caught","frozen","wholesale","cooling","energy",3.3558624
"Cod","wild caught","frozen","wholesale","direct","water",2.2211
"Cod","wild caught","frozen","wholesale","cooling","ghg",0.37598709456
"Cod","wild caught","frozen","transport","domestic","energy",1.22666666666667
"Cod","wild caught","frozen","transport","domestic","water",0.126717336732367
"Cod","wild caught","frozen","transport","domestic","ghg",0.100341333333333
"Cod","wild caught","frozen","retail.foodservice","cooling","energy",5.73078101071975
"Cod","wild caught","frozen","retail.foodservice","indirect.cool","water",0.00440951761102603
"Cod","wild caught","frozen","retail.foodservice","cooling","ghg",0.642070336906585
"Cod","wild caught","frozen","retail.foodservice","cooking","energy",2.74435733333333
"Cod","wild caught","frozen","retail.foodservice","indirect.cook","water",0.0021116305037037
"Cod","wild caught","frozen","retail.foodservice","cooking","ghg",0.153039186844444
"Cod","wild caught","frozen","home","cooling","energy",1.3068
"Cod","wild caught","frozen","home","indirect","water",0.00100551
"Cod","wild caught","frozen","home","cooling","ghg",0.14641242
"Cod","wild caught","frozen","home","cooking","energy",4.29521796
"Cod","wild caught","frozen","home","direct","water",0
"Cod","wild caught","frozen","home","cooking","ghg",0.39773503548702
"Crab","wild caught","fresh","production","feed","energy",0
"Crab","wild caught","fresh","production","feed","water",0
"Crab","wild caught","fresh","production","feed","ghg",0
"Crab","wild caught","fresh","production","direct","energy",124.274661508704
"Crab","wild caught","fresh","production","direct","water",0
"Crab","wild caught","fresh","production","indirect","energy",2.89
"Crab","wild caught","fresh","production","indirect","water",0.186411992263056
"Crab","wild caught","fresh","production","direct","ghg",10.165667311412
"Crab","wild caught","fresh","production","indirect","ghg",0.308860722222222
"Crab","wild caught","fresh","processing","direct","energy",13
"Crab","wild caught","fresh","processing","direct","water",18.68
"Crab","wild caught","fresh","processing","indirect","energy",9.55
"Crab","wild caught","fresh","processing","indirect","water",0.03601
"Crab","wild caught","fresh","processing","direct","ghg",1.47519305555556
"Crab","wild caught","fresh","processing","indirect","ghg",1.02062972222222
"Crab","wild caught","fresh","transport","intnl","energy",5.50020572640942
"Crab","wild caught","fresh","transport","intnl","water",0.57752160127299
"Crab","wild caught","fresh","transport","intnl","ghg",0.396014812301479
"Crab","wild caught","fresh","wholesale","cooling","energy",0.491209800918836
"Crab","wild caught","fresh","wholesale","direct","water",2.22
"Crab","wild caught","fresh","wholesale","cooling","ghg",0.0550346003062787
"Crab","wild caught","fresh","transport","domestic","energy",1.22666666666667
"Crab","wild caught","fresh","transport","domestic","water",0.126717336732367
"Crab","wild caught","fresh","transport","domestic","ghg",0.100341333333333
"Crab","wild caught","fresh","retail.foodservice","cooling","energy",3.59208377369885
"Crab","wild caught","fresh","retail.foodservice","indirect.cool","water",0.00276390890365162
"Crab","wild caught","fresh","retail.foodservice","cooling","ghg",0.402453074801027
"Crab","wild caught","fresh","retail.foodservice","cooking","energy",1.61049271428571
"Crab","wild caught","fresh","retail.foodservice","indirect.cook","water",0.0012391846718254
"Crab","wild caught","fresh","retail.foodservice","cooking","ghg",0.0990672309777778
"Crab","wild caught","fresh","home","cooling","energy",1.3068
"Crab","wild caught","fresh","home","indirect","water",0.00100551
"Crab","wild caught","fresh","home","cooling","ghg",0.14641242
"Crab","wild caught","fresh","home","cooking","energy",1.50210022666667
"Crab","wild caught","fresh","home","direct","water",0
"Crab","wild caught","fresh","home","cooking","ghg",0.13909372993922
"Crab","wild caught","frozen","production","feed","energy",0
"Crab","wild caught","frozen","production","feed","water",0
"Crab","wild caught","frozen","production","feed","ghg",0
"Crab","wild caught","frozen","production","direct","energy",124.274661508704
"Crab","wild caught","frozen","production","direct","water",0
"Crab","wild caught","frozen","production","indirect","energy",2.89
"Crab","wild caught","frozen","production","indirect","water",0.186411992263056
"Crab","wild caught","frozen","production","direct","ghg",10.165667311412
"Crab","wild caught","frozen","production","indirect","ghg",0.308860722222222
"Crab","wild caught","frozen","processing","direct","energy",13
"Crab","wild caught","frozen","processing","direct","water",18.68
"Crab","wild caught","frozen","processing","indirect","energy",9.55
"Crab","wild caught","frozen","processing","indirect","water",0.03601
"Crab","wild caught","frozen","processing","direct","ghg",1.47519305555556
"Crab","wild caught","frozen","processing","indirect","ghg",1.02062972222222
"Crab","wild caught","frozen","transport","intnl","energy",4.21559057294171
"Crab","wild caught","frozen","transport","intnl","water",0.44263701015888
"Crab","wild caught","frozen","transport","intnl","ghg",0.303522521251803
"Crab","wild caught","frozen","wholesale","cooling","energy",3.3558624
"Crab","wild caught","frozen","wholesale","direct","water",2.2211
"Crab","wild caught","frozen","wholesale","cooling","ghg",0.37598709456
"Crab","wild caught","frozen","transport","domestic","energy",1.22666666666667
"Crab","wild caught","frozen","transport","domestic","water",0.126717336732367
"Crab","wild caught","frozen","transport","domestic","ghg",0.100341333333333
"Crab","wild caught","frozen","retail.foodservice","cooling","energy",5.16474534406955
"Crab","wild caught","frozen","retail.foodservice","indirect.cool","water",0.00397398461196463
"Crab","wild caught","frozen","retail.foodservice","cooling","ghg",0.578652329743615
"Crab","wild caught","frozen","retail.foodservice","cooking","energy",2.74435733333333
"Crab","wild caught","frozen","retail.foodservice","indirect.cook","water",0.0021116305037037
"Crab","wild caught","frozen","retail.foodservice","cooking","ghg",0.153039186844444
"Crab","wild caught","frozen","home","cooling","energy",1.3068
"Crab","wild caught","frozen","home","indirect","water",0.00100551
"Crab","wild caught","frozen","home","cooling","ghg",0.14641242
"Crab","wild caught","frozen","home","cooking","energy",4.29521796
"Crab","wild caught","frozen","home","direct","water",0
"Crab","wild caught","frozen","home","cooking","ghg",0.39773503548702
"Crab","wild caught","canned","production","feed","energy",0
"Crab","wild caught","canned","production","feed","water",0
"Crab","wild caught","canned","production","feed","ghg",0
"Crab","wild caught","canned","production","direct","energy",124.274661508704
"Crab","wild caught","canned","production","direct","water",0
"Crab","wild caught","canned","production","indirect","energy",2.89
"Crab","wild caught","canned","production","indirect","water",0.186411992263056
"Crab","wild caught","canned","production","direct","ghg",10.165667311412
"Crab","wild caught","canned","production","indirect","ghg",0.308860722222222
"Crab","wild caught","canned","processing","direct","energy",13
"Crab","wild caught","canned","processing","direct","water",18.68
"Crab","wild caught","canned","processing","indirect","energy",13.5714285714286
"Crab","wild caught","canned","processing","indirect","water",0.03601
"Crab","wild caught","canned","processing","direct","ghg",1.47519305555556
"Crab","wild caught","canned","processing","indirect","ghg",1.45040873015873
"Crab","wild caught","canned","transport","intnl","energy",4.49933224612048
"Crab","wild caught","canned","transport","intnl","water",0.47242988584265
"Crab","wild caught","canned","transport","intnl","ghg",0.323951921720675
"Crab","wild caught","canned","wholesale","cooling","energy",0
"Crab","wild caught","canned","wholesale","direct","water",0
"Crab","wild caught","canned","wholesale","cooling","ghg",0
"Crab","wild caught","canned","transport","domestic","energy",1.22666666666667
"Crab","wild caught","canned","transport","domestic","water",0.126717336732367
"Crab","wild caught","canned","transport","domestic","ghg",0.100341333333333
"Crab","wild caught","canned","retail.foodservice","cooling","energy",0
"Crab","wild caught","canned","retail.foodservice","indirect.cool","water",0
"Crab","wild caught","canned","retail.foodservice","cooling","ghg",0
"Crab","wild caught","canned","retail.foodservice","cooking","energy",1.61049271428571
"Crab","wild caught","canned","retail.foodservice","indirect.cook","water",0.0012391846718254
"Crab","wild caught","canned","retail.foodservice","cooking","ghg",0.0990672309777778
"Crab","wild caught","canned","home","cooling","energy",0
"Crab","wild caught","canned","home","indirect","water",0
"Crab","wild caught","canned","home","cooling","ghg",0
"Crab","wild caught","canned","home","cooking","energy",1.50210022666667
"Crab","wild caught","canned","home","direct","water",0
"Crab","wild caught","canned","home","cooking","ghg",0.13909372993922
"Flatfish","wild caught","fresh","production","feed","energy",0
"Flatfish","wild caught","fresh","production","feed","water",0
"Flatfish","wild caught","fresh","production","feed","ghg",0
"Flatfish","wild caught","fresh","production","direct","energy",114.142947806897
"Flatfish","wild caught","fresh","production","direct","water",0
"Flatfish","wild caught","fresh","production","indirect","energy",0.631456063448276
"Flatfish","wild caught","fresh","production","indirect","water",2.38
"Flatfish","wild caught","fresh","production","direct","ghg",9.33689313060414
"Flatfish","wild caught","fresh","production","indirect","ghg",0.0674851127364138
"Flatfish","wild caught","fresh","processing","direct","energy",11.8
"Flatfish","wild caught","fresh","processing","direct","water",24
"Flatfish","wild caught","fresh","processing","indirect","energy",3.7976620608
"Flatfish","wild caught","fresh","processing","indirect","water",3.304
"Flatfish","wild caught","fresh","processing","direct","ghg",0.467148888888889
"Flatfish","wild caught","fresh","processing","indirect","ghg",0.40586458368672
"Flatfish","wild caught","fresh","transport","intnl","energy",3.27643393150731
"Flatfish","wild caught","fresh","transport","intnl","water",0.344025562808267
"Flatfish","wild caught","fresh","transport","intnl","ghg",0.235903243068526
"Flatfish","wild caught","fresh","wholesale","cooling","energy",0.491209800918836
"Flatfish","wild caught","fresh","wholesale","direct","water",2.22
"Flatfish","wild caught","fresh","wholesale","cooling","ghg",0.0550346003062787
"Flatfish","wild caught","fresh","transport","domestic","energy",1.22666666666667
"Flatfish","wild caught","fresh","transport","domestic","water",0.126717336732367
"Flatfish","wild caught","fresh","transport","domestic","ghg",0.100341333333333
"Flatfish","wild caught","fresh","retail.foodservice","cooling","energy",3.59208377369885
"Flatfish","wild caught","fresh","retail.foodservice","indirect.cool","water",0.00276390890365162
"Flatfish","wild caught","fresh","retail.foodservice","cooling","ghg",0.402453074801027
"Flatfish","wild caught","fresh","retail.foodservice","cooking","energy",1.61049271428571
"Flatfish","wild caught","fresh","retail.foodservice","indirect.cook","water",0.0012391846718254
"Flatfish","wild caught","fresh","retail.foodservice","cooking","ghg",0.0990672309777778
"Flatfish","wild caught","fresh","home","cooling","energy",1.3068
"Flatfish","wild caught","fresh","home","indirect","water",0.00100551
"Flatfish","wild caught","fresh","home","cooling","ghg",0.14641242
"Flatfish","wild caught","fresh","home","cooking","energy",1.50210022666667
"Flatfish","wild caught","fresh","home","direct","water",0
"Flatfish","wild caught","fresh","home","cooking","ghg",0.13909372993922
"Flatfish","wild caught","frozen","production","feed","energy",0
"Flatfish","wild caught","frozen","production","feed","water",0
"Flatfish","wild caught","frozen","production","feed","ghg",0
"Flatfish","wild caught","frozen","production","direct","energy",114.142947806897
"Flatfish","wild caught","frozen","production","direct","water",0
"Flatfish","wild caught","frozen","production","indirect","energy",0.631456063448276
"Flatfish","wild caught","frozen","production","indirect","water",2.38
"Flatfish","wild caught","frozen","production","direct","ghg",9.33689313060414
"Flatfish","wild caught","frozen","production","indirect","ghg",0.0674851127364138
"Flatfish","wild caught","frozen","processing","direct","energy",11.8
"Flatfish","wild caught","frozen","processing","direct","water",24
"Flatfish","wild caught","frozen","processing","indirect","energy",3.7976620608
"Flatfish","wild caught","frozen","processing","indirect","water",3.304
"Flatfish","wild caught","frozen","processing","direct","ghg",0.467148888888889
"Flatfish","wild caught","frozen","processing","indirect","ghg",0.40586458368672
"Flatfish","wild caught","frozen","transport","intnl","energy",5.01354535467297
"Flatfish","wild caught","frozen","transport","intnl","water",0.526422262240662
"Flatfish","wild caught","frozen","transport","intnl","ghg",0.360975265536454
"Flatfish","wild caught","frozen","wholesale","cooling","energy",3.3558624
"Flatfish","wild caught","frozen","wholesale","direct","water",2.22
"Flatfish","wild caught","frozen","wholesale","cooling","ghg",0.37598709456
"Flatfish","wild caught","frozen","transport","domestic","energy",1.22666666666667
"Flatfish","wild caught","frozen","transport","domestic","water",0.126717336732367
"Flatfish","wild caught","frozen","transport","domestic","ghg",0.100341333333333
"Flatfish","wild caught","frozen","retail.foodservice","cooling","energy",5.73078101071975
"Flatfish","wild caught","frozen","retail.foodservice","indirect.cool","water",0.00440951761102603
"Flatfish","wild caught","frozen","retail.foodservice","cooling","ghg",0.642070336906585
"Flatfish","wild caught","frozen","retail.foodservice","cooking","energy",2.74435733333333
"Flatfish","wild caught","frozen","retail.foodservice","indirect.cook","water",0.0021116305037037
"Flatfish","wild caught","frozen","retail.foodservice","cooking","ghg",0.153039186844444
"Flatfish","wild caught","frozen","home","cooling","energy",1.3068
"Flatfish","wild caught","frozen","home","indirect","water",0.00100551
"Flatfish","wild caught","frozen","home","cooling","ghg",0.14641242
"Flatfish","wild caught","frozen","home","cooking","energy",4.29521796
"Flatfish","wild caught","frozen","home","direct","water",0
"Flatfish","wild caught","frozen","home","cooking","ghg",0.39773503548702
"Scallops","wild caught","fresh","production","feed","energy",0
"Scallops","wild caught","fresh","production","feed","water",0
"Scallops","wild caught","fresh","production","feed","ghg",0
"Scallops","wild caught","fresh","production","direct","energy",152.556664935161
"Scallops","wild caught","fresh","production","direct","water",0
"Scallops","wild caught","fresh","production","indirect","energy",3.49082294960226
"Scallops","wild caught","fresh","production","indirect","water",2.38
"Scallops","wild caught","fresh","production","direct","ghg",12.4791351916962
"Scallops","wild caught","fresh","production","indirect","ghg",0.373072006008326
"Scallops","wild caught","fresh","processing","direct","energy",14.5035971223022
"Scallops","wild caught","fresh","processing","direct","water",18.68
"Scallops","wild caught","fresh","processing","indirect","energy",7.47131423816978
"Scallops","wild caught","fresh","processing","indirect","water",4.95
"Scallops","wild caught","fresh","processing","direct","ghg",1.4338634200332
"Scallops","wild caught","fresh","processing","indirect","ghg",0.798475955553734
"Scallops","wild caught","fresh","transport","intnl","energy",0.218693887204346
"Scallops","wild caught","fresh","transport","intnl","water",0.0229628581564563
"Scallops","wild caught","fresh","transport","intnl","ghg",0.0157459598787129
"Scallops","wild caught","fresh","wholesale","cooling","energy",0.491209800918836
"Scallops","wild caught","fresh","wholesale","direct","water",2.22
"Scallops","wild caught","fresh","wholesale","cooling","ghg",0.0550346003062787
"Scallops","wild caught","fresh","transport","domestic","energy",1.22666666666667
"Scallops","wild caught","fresh","transport","domestic","water",0.126717336732367
"Scallops","wild caught","fresh","transport","domestic","ghg",0.100341333333333
"Scallops","wild caught","fresh","retail.foodservice","cooling","energy",3.59208377369885
"Scallops","wild caught","fresh","retail.foodservice","indirect.cool","water",0.00276390890365162
"Scallops","wild caught","fresh","retail.foodservice","cooling","ghg",0.402453074801027
"Scallops","wild caught","fresh","retail.foodservice","cooking","energy",1.61049271428571
"Scallops","wild caught","fresh","retail.foodservice","indirect.cook","water",0.0012391846718254
"Scallops","wild caught","fresh","retail.foodservice","cooking","ghg",0.0990672309777778
"Scallops","wild caught","fresh","home","cooling","energy",1.3068
"Scallops","wild caught","fresh","home","indirect","water",0.00100551
"Scallops","wild caught","fresh","home","cooling","ghg",0.14641242
"Scallops","wild caught","fresh","home","cooking","energy",1.50210022666667
"Scallops","wild caught","fresh","home","direct","water",0
"Scallops","wild caught","fresh","home","cooking","ghg",0.13909372993922
"Scallops","wild caught","frozen","production","feed","energy",0
"Scallops","wild caught","frozen","production","feed","water",0
"Scallops","wild caught","frozen","production","feed","ghg",0
"Scallops","wild caught","frozen","production","direct","energy",152.556664935161
"Scallops","wild caught","frozen","production","direct","water",0
"Scallops","wild caught","frozen","production","indirect","energy",3.49082294960226
"Scallops","wild caught","frozen","production","indirect","water",2.38
"Scallops","wild caught","frozen","production","direct","ghg",12.4791351916962
"Scallops","wild caught","frozen","production","indirect","ghg",0.373072006008326
"Scallops","wild caught","frozen","processing","direct","energy",14.5035971223022
"Scallops","wild caught","frozen","processing","direct","water",18.68
"Scallops","wild caught","frozen","processing","indirect","energy",7.47131423816978
"Scallops","wild caught","frozen","processing","indirect","water",4.95
"Scallops","wild caught","frozen","processing","direct","ghg",1.4338634200332
"Scallops","wild caught","frozen","processing","indirect","ghg",0.798475955553734
"Scallops","wild caught","frozen","transport","intnl","energy",1.17595091491261
"Scallops","wild caught","frozen","transport","intnl","water",0.123474846065824
"Scallops","wild caught","frozen","transport","intnl","ghg",0.0846684658737077
"Scallops","wild caught","frozen","wholesale","cooling","energy",3.3558624
"Scallops","wild caught","frozen","wholesale","direct","water",2.22
"Scallops","wild caught","frozen","wholesale","cooling","ghg",0.37598709456
"Scallops","wild caught","frozen","transport","domestic","energy",1.22666666666667
"Scallops","wild caught","frozen","transport","domestic","water",0.126717336732367
"Scallops","wild caught","frozen","transport","domestic","ghg",0.100341333333333
"Scallops","wild caught","frozen","retail.foodservice","cooling","energy",5.73078101071975
"Scallops","wild caught","frozen","retail.foodservice","indirect.cool","water",0.00440951761102603
"Scallops","wild caught","frozen","retail.foodservice","cooling","ghg",0.642070336906585
"Scallops","wild caught","frozen","retail.foodservice","cooking","energy",2.74435733333333
"Scallops","wild caught","frozen","retail.foodservice","indirect.cook","water",0.0021116305037037
"Scallops","wild caught","frozen","retail.foodservice","cooking","ghg",0.153039186844444
"Scallops","wild caught","frozen","home","cooling","energy",1.3068
"Scallops","wild caught","frozen","home","indirect","water",0.00100551
"Scallops","wild caught","frozen","home","cooling","ghg",0.14641242
"Scallops","wild caught","frozen","home","cooking","energy",4.29521796
"Scallops","wild caught","frozen","home","direct","water",0
"Scallops","wild caught","frozen","home","cooking","ghg",0.39773503548702
"Other","farmed","mixed","production","feed","energy",34.948981044108
"Other","farmed","mixed","production","feed","water",187.022807184126
"Other","farmed","mixed","production","feed","ghg",3.9193217415945
"Other","farmed","mixed","production","direct","energy",11.0048116416868
"Other","farmed","mixed","production","direct","water",152.791027217929
"Other","farmed","mixed","production","indirect","energy",4.60830915582992
"Other","farmed","mixed","production","indirect","water",10.7509367694977
"Other","farmed","mixed","production","direct","ghg",1.66232939920752
"Other","farmed","mixed","production","indirect","ghg",0.492500240170556
"Other","farmed","mixed","processing","direct","energy",5.37819396782347
"Other","farmed","mixed","processing","direct","water",33.0055485668184
"Other","farmed","mixed","processing","indirect","energy",4.74826122357153
"Other","farmed","mixed","processing","indirect","water",5.10765331983977
"Other","farmed","mixed","processing","direct","ghg",0.621253034723909
"Other","farmed","mixed","processing","indirect","ghg",0.507457228654698
"Other","farmed","mixed","transport","intnl","energy",36.5739118933895
"Other","farmed","mixed","transport","intnl","water",3.8402607488059
"Other","farmed","mixed","transport","intnl","ghg",2.63332165632404
"Other","farmed","mixed","wholesale","cooling","energy",2.35428752354091
"Other","farmed","mixed","wholesale","direct","water",2.22
"Other","farmed","mixed","wholesale","cooling","ghg",0.263771758262498
"Other","farmed","mixed","transport","domestic","energy",1.23
"Other","farmed","mixed","transport","domestic","water",0.127061677321313
"Other","farmed","mixed","transport","domestic","ghg",0.100614
"Other","farmed","mixed","retail.foodservice","cooling","energy",5.73078101071975
"Other","farmed","mixed","retail.foodservice","indirect.cool","water",0.00440951761102603
"Other","farmed","mixed","retail.foodservice","cooling","ghg",0.642070336906585
"Other","farmed","mixed","retail.foodservice","cooking","energy",2.34792171803108
"Other","farmed","mixed","retail.foodservice","indirect.cook","water",0.00180659532192947
"Other","farmed","mixed","retail.foodservice","cooking","ghg",0.134168851556057
"Other","farmed","mixed","home","cooling","energy",1.3068
"Other","farmed","mixed","home","indirect","water",0.00100551
"Other","farmed","mixed","home","cooling","ghg",0.14641242
"Other","farmed","mixed","home","cooking","energy",3.31865397817675
"Other","farmed","mixed","home","direct","water",0
"Other","farmed","mixed","home","cooking","ghg",0.307305699052178
"Other","wild caught","mixed","production","feed","energy",0
"Other","wild caught","mixed","production","feed","water",0
"Other","wild caught","mixed","production","feed","ghg",0
"Other","wild caught","mixed","production","direct","energy",71.6389129024263
"Other","wild caught","mixed","production","direct","water",0.000549136803235967
"Other","wild caught","mixed","production","indirect","energy",2.89370152145741
"Other","wild caught","mixed","production","indirect","water",2.37521041919779
"Other","wild caught","mixed","production","direct","ghg",5.69488873834284
"Other","wild caught","mixed","production","indirect","ghg",0.309256312045978
"Other","wild caught","mixed","processing","direct","energy",10.2432718709544
"Other","wild caught","mixed","processing","direct","water",17.5798260005549
"Other","wild caught","mixed","processing","indirect","energy",9.54933739636354
"Other","wild caught","mixed","processing","indirect","water",4.95212269633572
"Other","wild caught","mixed","processing","direct","ghg",0.974767377179648
"Other","wild caught","mixed","processing","indirect","ghg",1.02055890829914
"Other","wild caught","mixed","transport","intnl","energy",36.5739118933895
"Other","wild caught","mixed","transport","intnl","water",3.8402607488059
"Other","wild caught","mixed","transport","intnl","ghg",2.63332165632404
"Other","wild caught","mixed","wholesale","cooling","energy",1.75259752973606
"Other","wild caught","mixed","wholesale","direct","water",2.22
"Other","wild caught","mixed","wholesale","cooling","ghg",0.196359079901039
"Other","wild caught","mixed","transport","domestic","energy",1.23
"Other","wild caught","mixed","transport","domestic","water",0.127061677321313
"Other","wild caught","mixed","transport","domestic","ghg",0.100614
"Other","wild caught","mixed","retail.foodservice","cooling","energy",5.73078101071975
"Other","wild caught","mixed","retail.foodservice","indirect.cool","water",0.00440951761102603
"Other","wild caught","mixed","retail.foodservice","cooling","ghg",0.642070336906585
"Other","wild caught","mixed","retail.foodservice","cooking","energy",1.95460633333333
"Other","wild caught","mixed","retail.foodservice","indirect.cook","water",0.00150396098425926
"Other","wild caught","mixed","retail.foodservice","cooking","ghg",0.115447039244444
"Other","wild caught","mixed","home","cooling","energy",1.3068
"Other","wild caught","mixed","home","indirect","water",0.00100551
"Other","wild caught","mixed","home","cooling","ghg",0.14641242
"Other","wild caught","mixed","home","cooking","energy",2.63979089803922
"Other","wild caught","mixed","home","direct","water",0
"Other","wild caught","mixed","home","cooking","ghg",0.244443317262982
