"speciesgroup","prodmeth","form","stage","step","loss_multiplier","loss_rate"
"Scallops","wild caught","fresh","processing","indirect",1.31497486616048,0.103
"Scallops","wild caught","fresh","production","feed",1.39003685640643,0.054
"Scallops","wild caught","fresh","production","direct",1.39003685640643,0.054
"Scallops","wild caught","fresh","production","indirect",1.39003685640643,0.054
"Scallops","wild caught","frozen","home","cooling",1.04855636417017,0.0463078245761213
"Scallops","wild caught","frozen","home","indirect",1.04855636417017,0.0463078245761213
"Scallops","wild caught","frozen","home","cooking",1.04855636417017,0.0463078245761213
"Scallops","wild caught","frozen","home","direct",1.04855636417017,0.0463078245761213
"Scallops","wild caught","frozen","retail.foodservice","cooling",1.12425727370715,0.067334151450371
"Scallops","wild caught","frozen","retail.foodservice","indirect.cool",1.12425727370715,0.067334151450371
"Scallops","wild caught","frozen","retail.foodservice","cooking",1.12425727370715,0.067334151450371
"Scallops","wild caught","frozen","retail.foodservice","indirect.cook",1.12425727370715,0.067334151450371
"Scallops","wild caught","frozen","transport","domestic",1.12425727370715,0
"Scallops","wild caught","frozen","wholesale","cooling",1.13822994714148,0.0122757914333826
"Scallops","wild caught","frozen","wholesale","direct",1.13822994714148,0.0122757914333826
"Scallops","wild caught","frozen","transport","intnl",1.13822994714148,0
"Scallops","wild caught","frozen","processing","direct",1.26892970695818,0.103
"Scallops","wild caught","frozen","processing","indirect",1.26892970695818,0.103
"Scallops","wild caught","frozen","production","feed",1.34136332659427,0.054
"Scallops","wild caught","frozen","production","direct",1.34136332659427,0.054
"Scallops","wild caught","frozen","production","indirect",1.34136332659427,0.054
"Other","farmed","mixed","home","cooling",1.04855636417017,0.0463078245761213
"Other","farmed","mixed","home","indirect",1.04855636417017,0.0463078245761213
"Other","farmed","mixed","home","cooking",1.04855636417017,0.0463078245761213
"Other","farmed","mixed","home","direct",1.04855636417017,0.0463078245761213
"Other","farmed","mixed","retail.foodservice","cooling",1.13891862856545,0.0793404042474057
"Other","farmed","mixed","retail.foodservice","indirect.cool",1.13891862856545,0.0793404042474057
"Other","farmed","mixed","retail.foodservice","cooking",1.13891862856545,0.0793404042474057
"Other","farmed","mixed","retail.foodservice","indirect.cook",1.13891862856545,0.0793404042474057
"Other","farmed","mixed","transport","domestic",1.13891862856545,0
"Other","farmed","mixed","wholesale","cooling",1.15307351858698,0.0122757914333826
"Other","farmed","mixed","wholesale","direct",1.15307351858698,0.0122757914333826
"Other","farmed","mixed","transport","intnl",1.15307351858698,0
"Other","farmed","mixed","processing","direct",1.15434329621282,0.0011
"Other","farmed","mixed","processing","indirect",1.15434329621282,0.0011
"Other","farmed","mixed","production","feed",1.24753409295668,0.0747
"Other","farmed","mixed","production","direct",1.24753409295668,0.0747
"Other","farmed","mixed","production","indirect",1.24753409295668,0.0747
"Other","wild caught","mixed","home","cooling",1.04855636417017,0.0463078245761213
"Other","wild caught","mixed","home","indirect",1.04855636417017,0.0463078245761213
"Other","wild caught","mixed","home","cooking",1.04855636417017,0.0463078245761213
"Other","wild caught","mixed","home","direct",1.04855636417017,0.0463078245761213
"Other","wild caught","mixed","retail.foodservice","cooling",1.13891862856545,0.0793404042474057
"Other","wild caught","mixed","retail.foodservice","indirect.cool",1.13891862856545,0.0793404042474057
"Other","wild caught","mixed","retail.foodservice","cooking",1.13891862856545,0.0793404042474057
"Other","wild caught","mixed","retail.foodservice","indirect.cook",1.13891862856545,0.0793404042474057
"Other","wild caught","mixed","transport","domestic",1.13891862856545,0
"Other","wild caught","mixed","wholesale","cooling",1.15307351858698,0.0122757914333826
"Other","wild caught","mixed","wholesale","direct",1.15307351858698,0.0122757914333826
"Other","wild caught","mixed","transport","intnl",1.15307351858698,0
"Other","wild caught","mixed","processing","direct",1.15550006873132,0.0021
"Other","wild caught","mixed","processing","indirect",1.15550006873132,0.0021
"Other","wild caught","mixed","production","feed",1.22145884643903,0.054
"Other","wild caught","mixed","production","direct",1.22145884643903,0.054
"Other","wild caught","mixed","production","indirect",1.22145884643903,0.054
